family,name,kind,source_name,source_edition,source_ref,source_status,source_verified,h_mm,b_mm,tw_mm,tf_mm,t_mm,r_mm,r2_mm,mass_kg_m,A_mm2,Aeff_mm2,Iy_mm4,Iz_mm4,Ix_mm4,It_mm4,Iw_mm6,Wel_y_mm3,Wpl_y_mm3,Weff_y_mm3,Wel_z_mm3,Wpl_z_mm3,Weff_z_mm3,Avz_mm2,Avy_mm2,h_mm__status,h_mm__source_field,h_mm__derivation,b_mm__status,b_mm__source_field,b_mm__derivation,tw_mm__status,tw_mm__source_field,tw_mm__derivation,tf_mm__status,tf_mm__source_field,tf_mm__derivation,t_mm__status,t_mm__source_field,t_mm__derivation,r_mm__status,r_mm__source_field,r_mm__derivation,r2_mm__status,r2_mm__source_field,r2_mm__derivation,mass_kg_m__status,mass_kg_m__source_field,mass_kg_m__derivation,A_mm2__status,A_mm2__source_field,A_mm2__derivation,Aeff_mm2__status,Aeff_mm2__source_field,Aeff_mm2__derivation,Iy_mm4__status,Iy_mm4__source_field,Iy_mm4__derivation,Iz_mm4__status,Iz_mm4__source_field,Iz_mm4__derivation,Ix_mm4__status,Ix_mm4__source_field,Ix_mm4__derivation,It_mm4__status,It_mm4__source_field,It_mm4__derivation,Iw_mm6__status,Iw_mm6__source_field,Iw_mm6__derivation,Wel_y_mm3__status,Wel_y_mm3__source_field,Wel_y_mm3__derivation,Wpl_y_mm3__status,Wpl_y_mm3__source_field,Wpl_y_mm3__derivation,Weff_y_mm3__status,Weff_y_mm3__source_field,Weff_y_mm3__derivation,Wel_z_mm3__status,Wel_z_mm3__source_field,Wel_z_mm3__derivation,Wpl_z_mm3__status,Wpl_z_mm3__source_field,Wpl_z_mm3__derivation,Weff_z_mm3__status,Weff_z_mm3__source_field,Weff_z_mm3__derivation,Avz_mm2__status,Avz_mm2__source_field,Avz_mm2__derivation,Avy_mm2__status,Avy_mm2__source_field,Avy_mm2__derivation
HEM,HE 180 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,200,186,14.5,24,24,15,,88.9,11324.840764,11324.840764,74830000,25800000,,2011000,199300000000,748300,883400,748300,277419.354839,423141.5,277419.354839,3465,9120.840764,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 200 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,220,206,15,25,25,18,,103,13121.019108,13121.019108,106400000,36510000,,2575000,346200000000,967400,1135000,967400,354466.019417,540012.5,354466.019417,4103,10571.019108,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 220 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,240,226,15.5,26,26,18,,117,14904.458599,14904.458599,146000000,50120000,,3130000,572600000000,1217000,1419000,1217000,443539.823009,675279.75,443539.823009,4531,11990.458599,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 240 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,270,248,18,32,32,21,,157,20000,20000,242800000,81520000,,6260000,1151000000000,1799000,2116000,1799000,657419.354839,1000750,657419.354839,6006,16292,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 260 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,290,268,18,32.5,32.5,24,,172,21910.828025,21910.828025,313000000,104400000,,7201000,1728000000000,2159000,2523000,2159000,779104.477612,1185365,779104.477612,6689,17860.828025,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HEM280,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,310,288,18.5,33,33,24,,188.6,24020,24020,395500000,131600000,8100000,8072000,2520000000000,2552000,2966000,2552000,913900,1397000,913900,12673,19506,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 300 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,340,310,21,39,39,27,,238,30318.471338,30318.471338,592000000,194000000,,14100000,4386000000000,3482000,4077000,3482000,1251612.903226,1902835.5,1251612.903226,9052,24816.471338,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 320 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,359,309,21,40,40,27,,245,31210.191083,31210.191083,681300000,197000000,,15060000,5003000000000,3795000,4435000,3795000,1275080.906149,1940379.75,1275080.906149,9484,25351.191083,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 340 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,377,309,21,40,40,27,,248,31592.356688,31592.356688,763700000,197100000,,15110000,5584000000000,4051000,4717000,4051000,1275728.15534,1942364.25,1275728.15534,9862,25355.356688,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 360 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,395,308,21,40,40,27,,250,31847.133758,31847.133758,848600000,195200000,,15120000,6137000000000,4297000,4989000,4297000,1267532.467532,1932008.75,1267532.467532,10240,25232.133758,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 400 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,432,307,21,40,40,27,,256,32611.464968,32611.464968,1041100000,193300000,,15200000,7410000000000,4820000,5570000,4820000,1259283.387622,1923788,1259283.387622,11010,25219.464968,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 450 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,478,307,21,40,40,27,,263,33503.184713,33503.184713,1314800000,193300000,,15340000,9251000000000,5501000,6331000,5501000,1259283.387622,1928859.5,1259283.387622,11980,25145.184713,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 500 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,524,306,21,40,40,27,,270,34394.904459,34394.904459,1619200000,191500000,,15440000,11180000000000,6180000,7094000,6180000,1251633.986928,1921671,1251633.986928,12940,25070.904459,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 550 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,572,306,21,40,40,27,,278,35414.012739,35414.012739,1979800000,191500000,,15580000,13510000000000,6922000,7932000,6922000,1251633.986928,1926963,1251633.986928,13950,25082.012739,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 600 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,620,305,21,40,40,27,,285,36305.732484,36305.732484,2374400000,189700000,,15690000,15900000000000,7659000,8772000,7659000,1243934.42623,1920035,1243934.42623,14960,24965.732484,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEM,HE 650 M,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,668,305,21,40,40,27,,293,37324.840764,37324.840764,2816600000,189700000,,15840000,18640000000000,8433000,9656000,8433000,1243934.42623,1925327,1243934.42623,15970,24976.840764,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
