family,name,kind,source_name,source_edition,source_ref,source_status,source_verified,h_mm,b_mm,tw_mm,tf_mm,t_mm,r_mm,r2_mm,mass_kg_m,A_mm2,Aeff_mm2,Iy_mm4,Iz_mm4,Ix_mm4,It_mm4,Iw_mm6,Wel_y_mm3,Wpl_y_mm3,Weff_y_mm3,Wel_z_mm3,Wpl_z_mm3,Weff_z_mm3,Avz_mm2,Avy_mm2,h_mm__status,h_mm__source_field,h_mm__derivation,b_mm__status,b_mm__source_field,b_mm__derivation,tw_mm__status,tw_mm__source_field,tw_mm__derivation,tf_mm__status,tf_mm__source_field,tf_mm__derivation,t_mm__status,t_mm__source_field,t_mm__derivation,r_mm__status,r_mm__source_field,r_mm__derivation,r2_mm__status,r2_mm__source_field,r2_mm__derivation,mass_kg_m__status,mass_kg_m__source_field,mass_kg_m__derivation,A_mm2__status,A_mm2__source_field,A_mm2__derivation,Aeff_mm2__status,Aeff_mm2__source_field,Aeff_mm2__derivation,Iy_mm4__status,Iy_mm4__source_field,Iy_mm4__derivation,Iz_mm4__status,Iz_mm4__source_field,Iz_mm4__derivation,Ix_mm4__status,Ix_mm4__source_field,Ix_mm4__derivation,It_mm4__status,It_mm4__source_field,It_mm4__derivation,Iw_mm6__status,Iw_mm6__source_field,Iw_mm6__derivation,Wel_y_mm3__status,Wel_y_mm3__source_field,Wel_y_mm3__derivation,Wpl_y_mm3__status,Wpl_y_mm3__source_field,Wpl_y_mm3__derivation,Weff_y_mm3__status,Weff_y_mm3__source_field,Weff_y_mm3__derivation,Wel_z_mm3__status,Wel_z_mm3__source_field,Wel_z_mm3__derivation,Wpl_z_mm3__status,Wpl_z_mm3__source_field,Wpl_z_mm3__derivation,Weff_z_mm3__status,Weff_z_mm3__source_field,Weff_z_mm3__derivation,Avz_mm2__status,Avz_mm2__source_field,Avz_mm2__derivation,Avy_mm2__status,Avy_mm2__source_field,Avy_mm2__derivation
HEA,HE 900 A,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,890,300,16,30,30,30,,252,32101.910828,32101.910828,4220700000,135400000,,7490000,24960000000000,9484000,10810000,9484000,902666.666667,1403120,902666.666667,16330,18821.910828,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEA,HE 1000 A,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,990,300,16.5,31,31,30,,272,34649.681529,34649.681529,5538400000,140000000,,8348000,32070000000000,11180000,12820000,11180000,933333.333333,1458162,933333.333333,18450,19337.681529,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 100 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,91,100,4.2,5.5,5.5,12,,12.2,1554.140127,1554.140127,2365000,920600,,23250,1675000000,51970,58350,51970,18412,27852.8,18412,614.7,1218.140127,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 120 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,109,120,4.2,5.5,5.5,12,,14.6,1859.872611,1859.872611,4133000,1588000,,25910,4242000000,75840,84110,75840,26466.666667,40032.18,26466.666667,690.3,1448.272611,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 140 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,128,140,4.3,6,6,12,,18.1,2305.732484,2305.732484,7194000,2748000,,34330,10210000000,112400,123700,112400,39257.142857,59336.21,39257.142857,792.2,1806.932484,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 160 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,148,160,4.5,7,7,15,,23.8,3031.847134,3031.847134,12820000,4787000,,64310,23750000000,173300,190400,173300,59837.5,90278.375,59837.5,1037,2428.847134,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 180 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,167,180,5,7.5,7.5,15,,28.7,3656.050955,3656.050955,19660000,7299000,,83140,46360000000,235500,258200,235500,81100,122450,81100,1215,2896.050955,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 200 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,186,200,5.5,8,8,18,,34.6,4407.643312,4407.643312,29440000,10680000,,125200,84490000000,316500,347000,316500,106800,161285.625,106800,1545,3472.643312,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 220 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,205,220,6,8.5,8.5,18,,40.4,5146.496815,5146.496815,41700000,15100000,,155400,145600000000,406800,445400,406800,137272.727273,207392,137272.727273,1763,4018.496815,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 240 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,224,240,6.5,9,9,21,,47.4,6038.216561,6038.216561,58350000,20770000,,221400,239600000000,520900,570500,520900,173083.333333,261375.875,173083.333333,2154,4699.216561,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 260 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,244,260,6.5,9.5,9.5,24,,54.1,6891.719745,6891.719745,79800000,27880000,,300900,382500000000,654100,714400,654100,214461.538462,323476.5625,214461.538462,2474,5429.219745,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 280 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,264,280,7,10,10,24,,61.2,7796.178344,7796.178344,105500000,36640000,,354900,590100000000,799800,873000,799800,261714.285714,394989,261714.285714,2752,6088.178344,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 300 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,283,300,7.5,10.5,10.5,27,,69.8,8891.719745,8891.719745,138000000,47330000,,478000,877100000000,975500,1065000,975500,315533.333333,476184.375,315533.333333,3236,6926.719745,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 320 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,301,300,8,11,11,27,,74.2,9452.229299,9452.229299,164400000,49590000,,535800,1040000000000,1092000,1196000,1092000,330600,499464,330600,3539,7220.229299,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
HEAA,HE 340 AA,open_i_or_h,ArcelorMittal Sections and Merchant Bars Sales Programme,V2026-1,https://sections.arcelormittal.com/repo/Sections/Sections%20and%20Merchant%20Bars-ArcelorMittal_V2026-1.xlsx,verified_published_table,true,320,300,8.5,11.5,11.5,27,,78.9,10050.955414,10050.955414,195500000,51840000,,600100,1231000000000,1222000,1340000,1222000,345600,522864.5625,345600,3869,7526.455414,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,derived_from_same_source_geometry,same_row_verified_source_geometry,A = mass_kg_m / 7850 * 1e6,derived_from_same_source_geometry,same_row_verified_source_geometry,Aeff = A when no effective area is tabulated,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,y = Wel,y when no effective strong-axis value is tabulated",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wel,z = Iz / (b / 2)",derived_from_same_source_geometry,same_row_verified_source_geometry,"Wpl,z = b^2*tf/2 + tw^2*(h - 2tf)/4",derived_from_same_source_geometry,same_row_verified_source_geometry,"Weff,z = Wel,z when no effective weak-axis value is tabulated",existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
